id	chr	start	end	strand	length	tr.name	tr.strand
L2_level1_chr15_+_6658370	chr15	6658325	6658419	+	94	Rictor	+
L2_level1_chr14_-_125023524	chr14	125023457	125023728	-	271	Fgf14	-
L2_level1_chr7_-_66517406	chr7	66516757	66517520	-	763	Ube3a	+
L2_level1_chr7_-_34994673	chr7	34994063	34995002	-	939	Gpi1	-
L2_level1_chr1_+_52176323	chr1	52176252	52176432	+	180	Stat1	+
L2_level1_chr1_-_182743685	chr1	182743652	182743752	-	100	H3f3a	-
L2_level1_chr16_+_93832476	chr16	93832411	93832563	+	152	Morc3	+
L2_level1_chr16_+_29579453	chr16	29579365	29579632	+	267	Opa1	+
L2_level1_chr18_+_37304723	chr18	37303995	37305987	+	1992	Pcdha10	+
L2_level1_chr16_-_57391329	chr16	57391249	57391354	-	105	2610528E23Rik	-
L2_level1_chr5_-_114894032	chr5	114893949	114894112	-	163	Mmab	-
L2_level1_chr6_+_42623342	chr6	42623340	42623343	+	3	Fam115a	-
L2_level1_chr7_-_66541766	chr7	66541093	66541948	-	855	Ube3a	+
L2_level1_chr18_+_37999663	chr18	37999539	38000009	+	470	Pcdhga7	+
L2_level1_chrX_-_157240870	chrX	157239916	157241216	-	1300	Cdkl5	-
L2_level1_chr1_-_173177241	chr1	173177155	173177303	-	148	Ndufs2	-
L2_level1_chr10_+_123176548	chr10	123176433	123176747	+	314	Fam19a2	+
L2_level1_chr18_-_23197171	chr18	23197081	23197228	-	147	Nol4	-
L2_level1_chr3_-_107499218	chr3	107498728	107499282	-	554	Ahcyl1	-
L2_level1_chr16_+_8620966	chr16	8620940	8621496	+	556	Abat	+
L2_level1_chr3_+_88684234	chr3	88684231	88684270	+	39	Gon4l	+
L2_level1_chr18_+_37303368	chr18	37302985	37303455	+	470	Pcdha4	+
L2_level1_chr5_+_124933175	chr5	124933109	124933223	+	114	Snrnp35	+
L2_level1_chr13_+_9136063	chr13	9135951	9136140	+	189	Larp4b	+
L2_level1_chr5_+_4044844	chr5	4044770	4044961	+	191	Akap9	+
L2_level1_chr6_-_22259418	chr6	22259354	22259462	-	108	Fam3c	-
L2_level1_chr2_+_130854651	chr2	130854484	130854986	+	502	Atrn	+
L2_level1_chr2_+_29843916	chr2	29843152	29844075	+	923	Spna2	+
L2_level1_chr1_+_137737241	chr1	137737228	137737289	+	61	Tnnt2	+
L2_level1_chr6_+_91466027	chr6	91465885	91466055	+	170	Lsm3	+
L2_level1_chr2_-_113617037	chr2	113616583	113617102	-	519	Scg5	-
L2_level1_chr6_-_72561006	chr6	72560112	72561125	-	1013	Tgoln2	-
L2_level1_chr13_-_76155990	chr13	76155920	76156221	-	301	Rfesd	-
L2_level1_chr9_+_120401740	chr9	120401663	120401926	+	263	Eif1b	+
L2_level1_chr4_-_131631229	chr4	131631156	131631316	-	160	Epb4.1	-
L2_level1_chr3_+_117278612	chr3	117278491	117278834	+	343	4833424O15Rik	+
L2_level1_chr11_+_116533814	chr11	116533811	116533817	+	6	1810032O08Rik	+
L2_level1_chr17_+_88530035	chr17	88530004	88530038	+	34	Gm4832	+
L2_level1_chrX_+_13209904	chrX	13209904	13209964	+	60	Gpr34	+
L2_level1_chr17_-_91384268	chr17	91383926	91384602	-	676	Nrxn1	-
L2_level1_chr15_-_103070296	chr15	103070185	103070350	-	165	Cbx5	-
L2_level1_chr2_-_181043466	chr2	181043390	181043626	-	236	Stmn3	-
L2_level1_chr14_+_48092298	chr14	48092173	48092361	+	188	Fbxo34	+
L2_level1_chr17_-_81787486	chr17	81786959	81787647	-	688	Slc8a1	-
L2_level1_chr6_-_124365078	chr6	124365015	124365111	-	96	Pex5	-
L2_level1_chr3_-_113333039	chr3	113332978	113333119	-	141	Rnpc3	-
L2_level1_chr3_+_115730103	chr3	115729917	115730420	+	503	Extl2	+
L2_level1_chr7_-_140044320	chr7	140043974	140044391	-	417	Mettl10	-
L2_level1_chr2_+_158211102	chr2	158210699	158211760	+	1061	Snhg11	+
L2_level1_chr11_-_103744250	chr11	103744054	103744276	-	222	Nsf	-
L2_level1_chr17_-_85489592	chr17	85489404	85489703	-	299	Prepl	-
L2_level1_chr4_+_153331353	chr4	153331295	153331399	+	104	A430005L14Rik	+
L2_level1_chr10_+_34002013	chr10	34001985	34002868	+	883	Tspyl1	+
L2_level1_chr10_-_106499061	chr10	106499055	106499072	-	17	Acss3	-
L2_level1_chr14_+_8835430	chr14	8835340	8835520	+	180	Abhd6	+
L2_level1_chr18_+_35750200	chr18	35750004	35750595	+	591	Matr3	+
L2_level1_chr17_-_25073583	chr17	25073506	25073616	-	110	Mapk8ip3	-
L2_level1_chr7_+_66560679	chr7	66560314	66561027	+	713	Ube3a	+
L2_level1_chr14_-_55298109	chr14	55298080	55298235	-	155	Acin1	-
L2_level1_chr1_-_68352467	chr1	68352408	68352709	-	301	Erbb4	-
L2_level1_chr18_-_64664638	chr18	64664525	64664711	-	186	Nars	-
L2_level1_chr2_-_84211982	chr2	84211980	84211986	-	6	Calcrl	-
L2_level1_chr4_+_101285626	chr4	101285452	101285645	+	193	Dnajc6	+
L2_level1_chr10_-_112364817	chr10	112363976	112365306	-	1330	Atxn7l3b	-
L2_level1_chr11_-_116135434	chr11	116135411	116135468	-	57	Srp68	-
L2_level1_chr2_+_14795320	chr2	14795270	14795503	+	233	Cacnb2	+
L2_level1_chr2_-_73655252	chr2	73654828	73655602	-	774	Atf2	-
L2_level1_chr9_-_55993327	chr9	55993308	55993406	-	98	Tspan3	-
L2_level1_chr17_-_33392094	chr17	33391977	33392123	-	146	Zfp955a	-
L2_level1_chr5_-_73729837	chr5	73729792	73730322	-	530	Ociad2	-
L2_level1_chr11_+_101184246	chr11	101183520	101184313	+	793	Psme3	+
L2_level1_chr2_+_113167922	chr2	113167797	113167949	+	152	Fmn1	+
L2_level1_chr5_+_108494724	chr5	108494648	108494939	+	291	Mtf2	+
L2_level1_chr10_+_69903638	chr10	69903386	69903791	+	405	Fam13c	+
L2_level1_chr10_-_116785242	chr10	116784538	116785302	-	764	Cpsf6	-
L2_level1_chr6_+_108337361	chr6	108337337	108337496	+	159	Itpr1	+
L2_level1_chr3_-_109946736	chr3	109946203	109946867	-	664	Ntng1	-
L2_level1_chr12_+_21292221	chr12	21292089	21292400	+	311	Itgb1bp1	-
L2_level1_chr17_-_46384933	chr17	46384845	46385000	-	155	Polr1c	-
L2_level1_chr17_-_82048675	chr17	82047646	82048986	-	1340	Slc8a1	-
L2_level1_chr7_-_59117207	chr7	59117201	59117220	-	19	Fancf	-
L2_level1_chr3_+_95992022	chr3	95992006	95992143	+	137	Sv2a	+
L2_level1_chr2_-_120229817	chr2	120229763	120229904	-	141	Tmem87a	-
L2_level1_chr6_+_103658735	chr6	103658686	103658874	+	188	Chl1	+
L2_level1_chr8_+_13174579	chr8	13174401	13174932	+	531	Lamp1	+
L2_level1_chr1_-_68941731	chr1	68941270	68941950	-	680	Erbb4	-
L2_level1_chr2_+_156347682	chr2	156347026	156347707	+	681	Epb4.1l1	+
L2_level1_chr2_-_73463095	chr2	73462955	73463133	-	178	Chn1	-
L2_level1_chr1_-_16561245	chr1	16561109	16561373	-	264	Ube2w	-
L2_level1_chr9_-_118884069	chr9	118884069	118884087	-	18	Ctdspl	+
L2_level1_chr13_+_55415298	chr13	55414915	55415690	+	775	Nsd1	+
L2_level1_chr6_-_125115622	chr6	125115532	125115779	-	247	Gapdh	-
L2_level1_chr17_-_45706249	chr17	45706152	45706361	-	209	Hsp90ab1	-
L2_level1_chr8_+_34501965	chr8	34501336	34502276	+	940	Purg	+
L2_level1_chr2_+_180922030	chr2	180921953	180922065	+	112	Ppdpf	+
L2_level1_chr18_+_77179316	chr18	77179236	77179317	+	81	Ier3ip1	+
L2_level1_chr17_-_24581219	chr17	24580922	24581433	-	511	E4f1	-
L2_level1_chr6_+_47434763	chr6	47434730	47435016	+	286	Cul1	+
L2_level1_chr1_-_91686246	chr1	91686241	91686250	-	9	Agap1	+
L2_level1_chr1_-_164628401	chr1	164627579	164628419	-	840	Prrc2c	-
L2_level1_chr10_+_3366260	chr10	3366245	3366268	+	23	Ipcef1	+
L2_level1_chr13_+_42776249	chr13	42776073	42776264	+	191	Phactr1	+
L2_level1_chr5_+_130296478	chr5	130296422	130296557	+	135	Cct6a	+
L2_level1_chr18_+_13150977	chr18	13150299	13151185	+	886	Impact	+
L2_level1_chr11_+_5662148	chr11	5662088	5662205	+	117	Urgcp	-
L2_level1_chr5_-_139048740	chr5	139048252	139048837	-	585	Zfp68	-
L2_level1_chr5_-_123268003	chr5	123267855	123268033	-	178	Anapc5	-
L2_level1_chr4_+_32836867	chr4	32836595	32837001	+	406	Mdn1	+
L2_level1_chr3_+_58395231	chr3	58395203	58395929	+	726	2810407C02Rik	+
L2_level1_chr11_+_3352488	chr11	3352355	3352525	+	170	8430429K09Rik	+
L2_level1_chr15_+_4325661	chr15	4325416	4325786	+	370	Plcxd3	+
L2_level1_chr1_-_58476898	chr1	58476886	58477343	-	457	Clk1	-
L2_level1_chr3_-_97597248	chr3	97597227	97597262	-	35	Pde4dip	-
L2_level1_chr10_-_108068932	chr10	108068854	108069095	-	241	Syt1	-
L2_level1_chr7_+_69494336	chr7	69494203	69494760	+	557	Ndn	+
L2_level1_chr17_-_35975183	chr17	35974939	35975282	-	343	Tubb5	-
L2_level1_chr2_+_91490376	chr2	91490193	91490419	+	226	Arhgap1	+
L2_level1_chr6_-_18380849	chr6	18380721	18380894	-	173	Cttnbp2	-
L2_level1_chr14_-_34260345	chr14	34260228	34260412	-	184	Mapk8	-
L2_level1_chr3_-_65185830	chr3	65185358	65185974	-	616	Ssr3	-
L2_level1_chr8_-_60813311	chr8	60812967	60813504	-	537	Galntl6	-
L2_level1_chr12_-_32319499	chr12	32319481	32319555	-	74	Bcap29	-
L2_level1_chr1_-_3631562	chr1	3631323	3631879	-	556	Xkr4	-
L2_level1_chr15_-_79656707	chr15	79656583	79656828	-	245	Npcd	-
L2_level1_chr3_+_107282404	chr3	107282394	107282455	+	61	Slc6a17	-
L2_level1_chrX_+_96133521	chrX	96133339	96133595	+	256	Yipf6	+
L2_level1_chr3_+_45185773	chr3	45185213	45185779	+	566	Pcdh10	+
L2_level1_chr9_+_108419424	chr9	108419385	108419546	+	161	Qrich1	+
L2_level1_chr3_+_60305123	chr3	60305097	60305311	+	214	Mbnl1	+
L2_level1_chr6_-_145024493	chr6	145024434	145024657	-	223	Bcat1	-
L2_level1_chr7_-_89030146	chr7	89029977	89030985	-	1008	Hdgfrp3	-
L2_level1_chr11_-_120643100	chr11	120642849	120643234	-	385	Rfng	-
L2_level1_chr19_+_6532253	chr19	6531824	6532412	+	588	Nrxn2	+
L2_level1_chr2_-_144314508	chr2	144314373	144314581	-	208	6330439K17Rik	-
L2_level1_chr18_+_69748914	chr18	69748653	69749095	+	442	Tcf4	+
L2_level1_chr2_+_71291396	chr2	71291306	71291433	+	127	Metap1d	+
L2_level1_chr16_-_28321823	chr16	28320742	28322186	-	1444	Fgf12	-
L2_level1_chr3_+_75420655	chr3	75420469	75420663	+	194	Serpini1	+
L2_level1_chr19_-_4792502	chr19	4792287	4792828	-	541	Rbm4	-
L2_level1_chr16_-_67608650	chr16	67608033	67608869	-	836	Cadm2	-
L2_level1_chr11_-_51419873	chr11	51419866	51419994	-	128	Hnrnpab	-
L2_level1_chr5_-_122950962	chr5	122950955	122950993	-	38	Atp2a2	-
L2_level1_chr8_+_86453776	chr8	86453346	86454134	+	788	Lphn1	+
L2_level1_chr17_-_66450839	chr17	66450763	66450924	-	161	Ndufv2	-
L2_level1_chr6_-_113716098	chr6	113716005	113716197	-	192	Atp2b2	-
L2_level1_chr7_-_66931776	chr7	66931721	66931813	-	92	Ipw	-
L2_level1_chr1_-_19144163	chr1	19144157	19144179	-	22	Tfap2d	+
L2_level1_chr7_-_52754183	chr7	52754117	52754290	-	173	Nucb1	-
L2_level1_chrX_+_58436663	chrX	58435843	58437702	+	1859	Cdr1	-
L2_level1_chr4_-_41670199	chr4	41670075	41670284	-	209	Dctn3	-
L2_level1_chr6_+_50060636	chr6	50060617	50061010	+	393	Mpp6	+
L2_level1_chr14_+_17249126	chr14	17248930	17249197	+	267	Top2b	+
L2_level1_chr4_-_43532578	chr4	43532453	43532648	-	195	Tpm2	-
L2_level1_chr12_+_90168211	chr12	90167759	90168626	+	867	Nrxn3	+
L2_level1_chrX_-_91027586	chrX	91027507	91027630	-	123	Pdk3	-
L2_level1_chrX_+_12864354	chrX	12864149	12864505	+	356	Ddx3x	+
L2_level1_chr5_+_104488646	chr5	104488639	104488775	+	136	Nudt9	+
L2_level1_chr16_-_34220254	chr16	34220115	34220340	-	225	Kalrn	-
L2_level1_chr15_+_91991617	chr15	91991426	91992069	+	643	Cntn1	+
L2_level1_chr15_-_53482083	chr15	53482083	53482084	-	1	Samd12	-
L2_level1_chr7_+_28535303	chr7	28535273	28535943	+	670	Zfp60	+
L2_level1_chr8_-_41596664	chr8	41596500	41596719	-	219	Cnot7	-
L2_level1_chr1_+_72757859	chr1	72757807	72757891	+	84	Rpl37a	+
L2_level1_chr11_-_69178314	chr11	69178215	69178381	-	166	Chd3	-
L2_level1_chr1_+_9615784	chr1	9615670	9616141	+	471	2610203C22Rik	-
L2_level1_chr12_+_56937363	chr12	56937257	56937606	+	349	Brms1l	+
L2_level1_chr12_-_45307627	chr12	45307222	45307666	-	444	Dnajb9	-
L2_level1_chr17_-_66216942	chr17	66216897	66217182	-	285	Ralbp1	-
L2_level1_chr7_-_25783770	chr7	25783711	25783852	-	141	Atp1a3	-
L2_level1_chr1_+_34226623	chr1	34226548	34226670	+	122	Dst	+
L2_level1_chrX_+_16196947	chrX	16196775	16197015	+	240	Maoa	+
L2_level1_chr1_-_68843513	chr1	68842953	68843642	-	689	Erbb4	-
L2_level1_chr12_+_41187566	chr12	41187000	41187711	+	711	Dock4	+
L2_level1_chr15_-_37930497	chr15	37930356	37930574	-	218	Ubr5	-
L2_level1_chr16_+_23108393	chr16	23108338	23108466	+	128	Eif4a2	+
L2_level1_chr1_+_157026897	chr1	157026889	157026919	+	30	Stx6	+
L2_level1_chr17_-_33814345	chr17	33814228	33814394	-	166	Hnrnpm	-
L2_level1_chr12_+_4108786	chr12	4108390	4109009	+	619	Dnajc27	+
L2_level1_chrX_-_100677904	chrX	100677808	100677908	-	100	Tsix	+
L2_level1_chr11_-_4840386	chr11	4839414	4840868	-	1454	Nefh	-
L2_level1_chr9_-_123739841	chr9	123739838	123739843	-	5	Fyco1	-
L2_level1_chr11_+_42342931	chr11	42342858	42343500	+	642	Gabrb2	+
L2_level1_chr17_+_26260456	chr17	26260420	26260561	+	141	Mrpl28	+
L2_level1_chr2_-_144297211	chr2	144297031	144298335	-	1304	6330439K17Rik	-
L2_level1_chr15_-_66332439	chr15	66332386	66332526	-	140	Lrrc6	-
L2_level1_chr8_-_74195632	chr8	74195555	74195695	-	140	Unc13a	-
L2_level1_chr14_-_13324374	chr14	13324284	13324422	-	138	Cadps	-
L2_level1_chr10_+_80611836	chr10	80611756	80612068	+	312	Zbtb7a	+
L2_level1_chr11_+_29426445	chr11	29426374	29426528	+	154	Mtif2	+
L2_level1_chr18_+_37098845	chr18	37098794	37098874	+	80	Pcdha1	+
L2_level1_chr7_+_6238170	chr7	6238040	6238223	+	183	Zfp667	+
L2_level1_chr8_-_16867318	chr8	16866786	16867764	-	978	Csmd1	-
L2_level1_chr9_+_75037702	chr9	75037693	75037816	+	123	Myo5a	+
L2_level1_chr17_+_69596973	chr17	69596857	69597064	+	207	Epb4.1l3	+
L2_level1_chr3_+_60432563	chr3	60432418	60433291	+	873	Mbnl1	+
L2_level1_chr12_-_73320350	chr12	73320173	73320430	-	257	Rtn1	-
L2_level1_chr6_+_45179453	chr6	45179448	45179504	+	56	Cntnap2	+
L2_level1_chr9_-_45786755	chr9	45786725	45786829	-	104	Pafah1b2	-
L2_level1_chr12_-_13255995	chr12	13255933	13256067	-	134	Ddx1	-
L2_level1_chr4_+_129985971	chr4	129985776	129986065	+	289	Fabp3	+
L2_level1_chr2_+_160508345	chr2	160508342	160508493	+	151	Top1	+
L2_level1_chr9_-_29219344	chr9	29219067	29219538	-	471	Ntm	-
L2_level1_chr11_-_86084508	chr11	86083830	86084678	-	848	Med13	-
L2_level1_chr15_+_99548007	chr15	99547964	99548050	+	86	Gpd1	+
L2_level1_chr13_-_38726937	chr13	38726833	38727008	-	175	Muted	-
L2_level1_chr5_+_65782789	chr5	65782703	65782896	+	193	Lias	+
L2_level1_chr10_-_30368316	chr10	30368266	30368363	-	97	Ncoa7	-
L2_level1_chr1_-_66984181	chr1	66984076	66984477	-	401	Myl1	-
L2_level1_chr11_+_53914472	chr11	53914421	53914531	+	110	P4ha2	+
L2_level1_chr11_+_74711592	chr11	74711552	74711638	+	86	Tsr1	+
L2_level1_chr13_-_21924070	chr13	21924025	21924117	-	92	Hist1h4n	-
L2_level1_chr19_-_5286848	chr19	5286834	5286971	-	137	Sf3b2	-
L2_level1_chr9_-_40822887	chr9	40822819	40823136	-	317	Ubash3b	-
L2_level1_chr7_+_98820938	chr7	98820808	98821427	+	619	Dlg2	+
L2_level1_chr11_+_109524375	chr11	109524181	109524406	+	225	Prkar1a	+
L2_level1_chr2_+_49405777	chr2	49405433	49405987	+	554	Epc2	+
L2_level1_chr1_-_69036518	chr1	69036473	69036914	-	441	Erbb4	-
L2_level1_chr11_-_17111527	chr11	17111413	17111620	-	207	Pno1	-
L2_level1_chr19_-_7289966	chr19	7289836	7290032	-	196	Cox8a	-
L2_level1_chr2_-_80360617	chr2	80360552	80360760	-	208	Nckap1	-
L2_level1_chr5_-_49441306	chr5	49440709	49441568	-	859	Kcnip4	-
L2_level1_chr6_-_57460211	chr6	57458848	57460253	-	1405	Ppm1k	-
L2_level1_chr17_-_64632011	chr17	64630501	64632900	-	2399	Pja2	-
L2_level1_chr14_-_71014800	chr14	71014675	71014813	-	138	Epb4.9	-
L2_level1_chr1_-_25762285	chr1	25761684	25762600	-	916	Bai3	-
L2_level1_chrX_+_12731271	chrX	12731188	12731339	+	151	Usp9x	+
L2_level1_chr17_-_8577564	chr17	8577553	8577583	-	30	T2	+
L2_level1_chr3_+_99966398	chr3	99966357	99966547	+	190	Gdap2	+
L2_level1_chr18_+_38467966	chr18	38467486	38468022	+	536	Rnf14	+
L2_level1_chr1_-_69106260	chr1	69106209	69107474	-	1265	Erbb4	-
L2_level1_chr11_+_93954217	chr11	93954109	93954268	+	159	Spag9	+
L2_level1_chr19_-_45826585	chr19	45826280	45826779	-	499	Mgea5	-
L2_level1_chr18_+_37999663	chr18	37999539	38000009	+	470	Pcdhga12	+
L2_level1_chr3_-_107135968	chr3	107135932	107136000	-	68	Rbm15	-
L2_level1_chr18_-_35372304	chr18	35372235	35372566	-	331	Ctnna1	+
L2_level1_chrY_random_+_25801998	chrY_random	25801852	25802187	+	335	LOC100041346	-
L2_level1_chr12_+_111865271	chr12	111865054	111865282	+	228	Dync1h1	+
L2_level1_chr6_+_111308202	chr6	111308170	111308847	+	677	Grm7	+
L2_level1_chr3_+_7503482	chr3	7503380	7503500	+	120	Fam164a	+
L2_level1_chr2_+_69831815	chr2	69831699	69832030	+	331	Ubr3	+
L2_level1_chr6_+_114252578	chr6	114252478	114252606	+	128	Slc6a1	+
L2_level1_chr8_+_24246041	chr8	24246013	24246277	+	264	Ank1	+
L2_level1_chr8_+_14822599	chr8	14822329	14822667	+	338	Dlgap2	+
L2_level1_chr6_+_136467355	chr6	136467296	136467445	+	149	Atf7ip	+
L2_level1_chr12_+_107076274	chr12	107075916	107076656	+	740	Papola	+
L2_level1_chr6_-_142447105	chr6	142446991	142447205	-	214	Ldhb	-
L2_level1_chr8_-_34858220	chr8	34858190	34858286	-	96	2700090O03Rik	-
L2_level1_chr6_-_18317458	chr6	18317015	18317684	-	669	Cttnbp2	-
L2_level1_chr9_+_72793132	chr9	72792463	72793282	+	819	Pygo1	+
L2_level1_chr8_+_14381987	chr8	14381649	14382227	+	578	Dlgap2	+
L2_level1_chr11_+_51577185	chr11	51577109	51577263	+	154	Sar1b	+
L2_level1_chr2_-_130109942	chr2	130109904	130110016	-	112	Idh3b	-
L2_level1_chr8_-_60845298	chr8	60845298	60845405	-	107	Galntl6	-
L2_level1_chr15_-_82984728	chr15	82984701	82985158	-	457	Cyb5r3	-
L2_level1_chrX_-_69901526	chrX	69901368	69901543	-	175	Gabra3	-
L2_level1_chrX_+_80909493	chrX	80909368	80909545	+	177	Dmd	+
L2_level1_chr4_-_40208191	chr4	40207953	40209383	-	1430	Topors	-
L2_level1_chr15_+_92122138	chr15	92122017	92122178	+	161	Cntn1	+
L2_level1_chr5_-_37052320	chr5	37051934	37052421	-	487	D5Ertd579e	-
L2_level1_chr11_+_100879876	chr11	100879829	100879928	+	99	Atp6v0a1	+
L2_level1_chr19_+_23761905	chr19	23761867	23761982	+	115	Ptar1	+
L2_level1_chr11_+_76057256	chr11	76057224	76057330	+	106	Rnmtl1	+
L2_level1_chr4_-_135429753	chr4	135429674	135429839	-	165	Pnrc2	-
L2_level1_chr6_+_134742106	chr6	134742098	134742116	+	18	Dusp16	-
L2_level1_chr1_-_69087966	chr1	69087501	69088499	-	998	Erbb4	-
L2_level1_chr5_+_53658388	chr5	53658296	53658524	+	228	1810013D10Rik	+
L2_level1_chr15_+_79423431	chr15	79423429	79423449	+	20	Dmc1	-
L2_level1_chr15_+_82176484	chr15	82176390	82176514	+	124	1500032L24Rik	+
L2_level1_chr2_-_3249892	chr2	3249807	3250029	-	222	Rpp38	-
L2_level1_chr13_-_21902071	chr13	21902031	21902140	-	109	Hist1h2br	-
L2_level1_chr9_+_28731786	chr9	28729922	28732290	+	2368	Opcml	+
L2_level1_chr17_+_49920824	chr17	49920807	49920832	+	25	Kif6	+
L2_level1_chr10_+_90433531	chr10	90432965	90434363	+	1398	Anks1b	+
L2_level1_chr16_+_31695631	chr16	31695568	31695675	+	107	Dlg1	+
L2_level1_chr12_+_73046191	chr12	73046152	73046261	+	109	Daam1	+
L2_level1_chr3_+_8554859	chr3	8554779	8554967	+	188	Stmn2	+
L2_level1_chr16_-_42340658	chr16	42340612	42340756	-	144	Gap43	-
L2_level1_chr19_+_53996566	chr19	53996491	53996613	+	122	Pdcd4	+
L2_level1_chr7_+_106415988	chr7	106415792	106416111	+	319	Mtap6	+
L2_level1_chr1_-_173224901	chr1	173224791	173225167	-	376	Ufc1	-
L2_level1_chr14_-_13298410	chr14	13298303	13298622	-	319	Cadps	-
L2_level1_chr5_-_49435949	chr5	49435874	49436044	-	170	Kcnip4	-
L2_level1_chr6_-_126685300	chr6	126685255	126686243	-	988	Kcna6	-
L2_level1_chr10_+_95494225	chr10	95494142	95494310	+	168	Eea1	+
L2_level1_chr19_+_34648715	chr19	34647846	34648949	+	1103	Ifit2	+
L2_level1_chr7_-_148067730	chr7	148067668	148067793	-	125	Sirt3	-
L2_level1_chr8_+_125966894	chr8	125966839	125966943	+	104	Def8	+
L2_level1_chr2_+_112102113	chr2	112102060	112102207	+	147	Nop10	+
L2_level1_chr13_-_100194356	chr13	100191850	100194377	-	2527	Mtap1b	-
L2_level1_chr5_-_104522342	chr5	104521419	104522439	-	1020	Sparcl1	-
L2_level1_chr16_-_28606209	chr16	28606130	28607036	-	906	Fgf12	-
L2_level1_chrX_-_86652712	chrX	86652712	86652729	-	17	Pet2	-
L2_level1_chr2_+_164323033	chr2	164322981	164323055	+	74	Pigt	+
L2_level1_chr2_+_49612856	chr2	49612844	49613059	+	215	Kif5c	+
L2_level1_chr7_+_28534901	chr7	28534484	28535022	+	538	Zfp60	+
L2_level1_chr1_-_158610299	chr1	158610194	158610729	-	535	Fam20b	-
L2_level1_chr2_+_136539179	chr2	136539116	136539493	+	377	Snap25	+
L2_level1_chr1_-_95375396	chr1	95375313	95375535	-	222	Hdlbp	-
L2_level1_chrX_+_158557455	chrX	158557445	158557458	+	13	Nhs	-
L2_level1_chr2_-_27532901	chr2	27532890	27532917	-	27	Rxra	+
L2_level1_chr1_+_152269759	chr1	152269644	152269797	+	153	Tpr	+
L2_level1_chr2_+_121186379	chr2	121186278	121186536	+	258	Ckmt1	+
L2_level1_chr1_+_173275819	chr1	173275777	173275961	+	184	Pfdn2	+
L2_level1_chr18_+_37979194	chr18	37979140	37979361	+	221	Pcdhgb5	+
L2_level1_chr9_-_99288275	chr9	99288161	99288937	-	776	Mras	-
L2_level1_chr5_-_49386966	chr5	49386441	49387199	-	758	Kcnip4	-
L2_level1_chrX_+_98755232	chrX	98755092	98755261	+	169	Taf1	+
L2_level1_chr11_-_44283982	chr11	44283897	44284045	-	148	Ublcp1	-
L2_level1_chrX_-_153883308	chrX	153883192	153883683	-	491	Sms	-
L2_level1_chr10_+_98486220	chr10	98485817	98486346	+	529	Atp2b1	+
L2_level1_chr4_+_45031513	chr4	45031465	45031547	+	82	Polr1e	+
L2_level1_chr11_+_80022585	chr11	80022539	80022797	+	258	Rhot1	+
L2_level1_chr12_+_56300548	chr12	56300493	56300748	+	255	Fam177a	+
L2_level1_chr12_+_85001533	chr12	85001522	85002031	+	509	Rbm25	+
L2_level1_chr9_+_18108755	chr9	18108676	18108824	+	148	Chordc1	+
L2_level1_chr7_+_98280472	chr7	98280396	98281207	+	811	Dlg2	+
L2_level1_chr10_-_30411347	chr10	30411328	30411589	-	261	Ncoa7	-
L2_level1_chr18_+_36954735	chr18	36954660	36954789	+	129	Zmat2	+
L2_level1_chrX_+_71032489	chrX	71032319	71032600	+	281	Ssr4	+
L2_level1_chr5_-_122911781	chr5	122911573	122911802	-	229	Atp2a2	-
L2_level1_chr14_-_40083989	chr14	40083355	40084229	-	874	Nrg3	-
L2_level1_chr15_+_41683005	chr15	41682849	41683117	+	268	Oxr1	+
L2_level1_chr16_-_11517492	chr16	11517459	11517499	-	40	Snx29	+
L2_level1_chr4_-_150435731	chr4	150435207	150436599	-	1392	Camta1	-
L2_level1_chr2_+_121978428	chr2	121978374	121978675	+	301	Patl2	-
L2_level1_chr8_-_63843293	chr8	63843267	63843297	-	30	Sh3rf1	+
L2_level1_chr14_-_94080170	chr14	94080046	94080634	-	588	Pcdh9	-
L2_level1_chr3_+_82859455	chr3	82859386	82859508	+	122	Plrg1	+
L2_level1_chr8_-_113693472	chr8	113693415	113693518	-	103	Glg1	-
L2_level1_chr10_+_127798066	chr10	127798004	127798245	+	241	Cs	+
L2_level1_chr16_-_56037883	chr16	56037716	56037948	-	232	Rg9mtd1	-
L2_level1_chr11_-_69483286	chr11	69483251	69483293	-	42	Eif4a1	-
L2_level1_chr3_-_26230150	chr3	26229946	26230449	-	503	Nlgn1	-
L2_level1_chr2_-_148558133	chr2	148558030	148558277	-	247	Napb	-
L2_level1_chr12_+_101351253	chr12	101351240	101351328	+	88	Psmc1	+
L2_level1_chr13_+_56906043	chr13	56906043	56906049	+	6	Trpc7	-
L2_level1_chr9_-_30979571	chr9	30979533	30979668	-	135	Aplp2	-
L2_level1_chr2_+_163149124	chr2	163148483	163149160	+	677	Tox2	+
L2_level1_chr4_-_40226444	chr4	40226281	40226509	-	228	Ndufb6	-
L2_level1_chr14_+_75684172	chr14	75684082	75684244	+	162	Zc3h13	+
L2_level1_chr2_-_176410646	chr2	176410643	176410672	-	29	Gm14434	-
L2_level1_chr1_-_25780489	chr1	25780324	25780611	-	287	Bai3	-
L2_level1_chr6_+_45232947	chr6	45232804	45234059	+	1255	Cntnap2	+
L2_level1_chrX_+_136206677	chrX	136206226	136207254	+	1028	Rnf128	+
L2_level1_chrX_+_148317807	chrX	148317564	148317913	+	349	Huwe1	+
